match | center (  1,   1) | [["M", "M", "S"], ["M", "A", "S"], ["M", "M", "S"]]
match | center (117,  10) | [["M", "X", "S"], ["M", "A", "M"], ["M", "A", "S"]]
match | center (117,  29) | [["S", "M", "S"], ["X", "A", "M"], ["M", "X", "M"]]
match | center (117,  65) | [["M", "X", "S"], ["A", "A", "A"], ["M", "A", "S"]]
match | center (117,  83) | [["M", "M", "M"], ["M", "A", "X"], ["S", "A", "S"]]
match | center (117,  97) | [["M", "A", "M"], ["M", "A", "S"], ["S", "A", "S"]]
match | center (117, 120) | [["S", "M", "S"], ["M", "A", "A"], ["M", "M", "M"]]
match | center (118,   2) | [["S", "X", "S"], ["A", "A", "X"], ["M", "M", "M"]]
match | center (118,   4) | [["S", "A", "S"], ["X", "A", "A"], ["M", "S", "M"]]
match | center (118,  17) | [["S", "A", "M"], ["M", "A", "M"], ["S", "X", "M"]]
match | center (118,  21) | [["S", "M", "S"], ["A", "A", "A"], ["M", "S", "M"]]
match | center (118,  38) | [["S", "A", "S"], ["A", "A", "S"], ["M", "X", "M"]]
match | center (118,  48) | [["S", "S", "S"], ["A", "A", "M"], ["M", "M", "M"]]
match | center (118,  50) | [["S", "S", "S"], ["M", "A", "M"], ["M", "A", "M"]]
match | center (118,  56) | [["M", "M", "S"], ["M", "A", "A"], ["M", "S", "S"]]
match | center (118,  57) | [["M", "S", "M"], ["A", "A", "X"], ["S", "S", "S"]]
match | center (118,  72) | [["S", "X", "M"], ["X", "A", "S"], ["S", "M", "M"]]
match | center (118,  74) | [["M", "A", "S"], ["S", "A", "M"], ["M", "S", "S"]]
match | center (118,  81) | [["M", "M", "M"], ["M", "A", "S"], ["S", "A", "S"]]
match | center (118,  91) | [["S", "S", "S"], ["A", "A", "A"], ["M", "S", "M"]]
match | center (118,  92) | [["S", "S", "M"], ["A", "A", "X"], ["S", "M", "M"]]
match | center (118,  95) | [["S", "M", "M"], ["A", "A", "S"], ["S", "M", "M"]]
match | center (118,  97) | [["M", "A", "S"], ["S", "A", "S"], ["M", "A", "S"]]
match | center (118, 101) | [["M", "M", "S"], ["S", "A", "X"], ["M", "M", "S"]]
match | center (118, 125) | [["S", "M", "S"], ["A", "A", "X"], ["M", "S", "M"]]
match | center (118, 134) | [["M", "A", "S"], ["M", "A", "M"], ["M", "S", "S"]]
match | center (119,  50) | [["M", "A", "M"], ["M", "A", "M"], ["S", "X", "S"]]
match | center (119,  52) | [["M", "A", "M"], ["M", "A", "S"], ["S", "A", "S"]]
match | center (119,  83) | [["S", "A", "S"], ["S", "A", "M"], ["M", "X", "M"]]
match | center (119,  97) | [["S", "A", "S"], ["M", "A", "S"], ["M", "M", "M"]]
match | center (119,  99) | [["S", "M", "S"], ["S", "A", "M"], ["M", "X", "M"]]
match | center (120,   1) | [["M", "M", "M"], ["S", "A", "M"], ["S", "A", "S"]]
match | center (120,   5) | [["S", "M", "M"], ["X", "A", "M"], ["S", "A", "M"]]
match | center (120,   9) | [["S", "X", "M"], ["M", "A", "M"], ["S", "A", "M"]]
match | center (120,  30) | [["M", "X", "M"], ["M", "A", "X"], ["S", "X", "S"]]
match | center (120,  52) | [["M", "A", "S"], ["S", "A", "S"], ["M", "X", "S"]]
match | center (120,  54) | [["S", "A", "M"], ["S", "A", "M"], ["S", "X", "M"]]
match | center (120,  57) | [["S", "S", "S"], ["M", "A", "M"], ["M", "A", "M"]]
match | center (120,  81) | [["S", "A", "S"], ["X", "A", "M"], ["M", "S", "M"]]
match | center (120,  88) | [["M", "M", "S"], ["M", "A", "X"], ["M", "M", "S"]]
match | center (120,  93) | [["M", "M", "S"], ["X", "A", "X"], ["M", "A", "S"]]
match | center (120, 102) | [["M", "S", "M"], ["A", "A", "X"], ["S", "M", "S"]]
match | center (120, 105) | [["M", "X", "M"], ["A", "A", "A"], ["S", "S", "S"]]
match | center (120, 108) | [["S", "S", "M"], ["A", "A", "A"], ["S", "S", "M"]]
match | center (120, 109) | [["S", "M", "M"], ["A", "A", "M"], ["S", "M", "M"]]
match | center (120, 118) | [["M", "X", "S"], ["A", "A", "S"], ["M", "M", "S"]]
match | center (120, 130) | [["M", "A", "M"], ["X", "A", "M"], ["S", "M", "S"]]
match | center (120, 135) | [["S", "S", "M"], ["M", "A", "M"], ["S", "S", "M"]]
match | center (120, 137) | [["M", "A", "S"], ["M", "A", "A"], ["M", "M", "S"]]
match | center (121,   1) | [["S", "A", "M"], ["S", "A", "S"], ["S", "A", "M"]]
match | center (121,  11) | [["M", "S", "M"], ["M", "A", "A"], ["S", "M", "S"]]
match | center (121,  14) | [["M", "M", "M"], ["A", "A", "S"], ["S", "M", "S"]]
match | center (121,  16) | [["M", "M", "M"], ["S", "A", "A"], ["S", "M", "S"]]
match | center (121,  19) | [["M", "A", "M"], ["M", "A", "M"], ["S", "S", "S"]]
match | center (121,  35) | [["M", "S", "S"], ["X", "A", "X"], ["M", "M", "S"]]
match | center (121,  39) | [["S", "S", "S"], ["X", "A", "A"], ["M", "M", "M"]]
match | center (121,  40) | [["S", "S", "S"], ["A", "A", "A"], ["M", "M", "M"]]
match | center (121,  42) | [["S", "X", "S"], ["A", "A", "X"], ["M", "X", "M"]]
match | center (121,  48) | [["M", "X", "S"], ["S", "A", "X"], ["M", "A", "S"]]
match | center (121,  61) | [["S", "M", "S"], ["M", "A", "M"], ["M", "X", "M"]]
match | center (121,  73) | [["M", "A", "M"], ["X", "A", "X"], ["S", "S", "S"]]
match | center (121,  76) | [["M", "M", "M"], ["A", "A", "X"], ["S", "X", "S"]]
match | center (121, 111) | [["M", "X", "S"], ["M", "A", "M"], ["M", "X", "S"]]
match | center (122,   1) | [["S", "A", "S"], ["S", "A", "M"], ["M", "A", "M"]]
match | center (122,   5) | [["S", "A", "M"], ["S", "A", "M"], ["S", "M", "M"]]
match | center (122,   7) | [["M", "M", "S"], ["M", "A", "M"], ["M", "M", "S"]]
match | center (122,  25) | [["M", "S", "M"], ["S", "A", "A"], ["S", "M", "S"]]
match | center (122,  26) | [["S", "M", "S"], ["A", "A", "A"], ["M", "S", "M"]]
match | center (122,  27) | [["M", "S", "M"], ["A", "A", "A"], ["S", "M", "S"]]
match | center (122,  95) | [["S", "A", "M"], ["S", "A", "M"], ["S", "A", "M"]]
match | center (122,  99) | [["S", "A", "M"], ["S", "A", "X"], ["S", "X", "M"]]
match | center (122, 104) | [["S", "S", "S"], ["X", "A", "X"], ["M", "M", "M"]]
match | center (122, 115) | [["M", "A", "M"], ["M", "A", "M"], ["S", "A", "S"]]
match | center (122, 126) | [["M", "M", "S"], ["X", "A", "A"], ["M", "S", "S"]]
match | center (122, 130) | [["S", "M", "S"], ["A", "A", "A"], ["M", "M", "M"]]
match | center (122, 131) | [["M", "S", "S"], ["A", "A", "X"], ["M", "M", "S"]]
match | center (123,   1) | [["S", "A", "M"], ["M", "A", "M"], ["S", "A", "M"]]
match | center (123,  13) | [["S", "S", "M"], ["A", "A", "A"], ["S", "M", "M"]]
match | center (123,  14) | [["S", "M", "S"], ["A", "A", "M"], ["M", "M", "M"]]
match | center (123,  16) | [["S", "M", "S"], ["M", "A", "A"], ["M", "M", "M"]]
match | center (123,  17) | [["M", "S", "S"], ["A", "A", "A"], ["M", "M", "S"]]
match | center (123,  18) | [["S", "S", "S"], ["A", "A", "A"], ["M", "S", "M"]]
match | center (123,  32) | [["M", "A", "M"], ["M", "A", "X"], ["S", "X", "S"]]
match | center (123,  36) | [["M", "S", "S"], ["M", "A", "X"], ["M", "A", "S"]]
match | center (123,  42) | [["M", "X", "M"], ["X", "A", "M"], ["S", "X", "S"]]
match | center (123,  52) | [["M", "M", "M"], ["X", "A", "A"], ["S", "S", "S"]]
match | center (123,  54) | [["M", "M", "M"], ["A", "A", "A"], ["S", "X", "S"]]
match | center (123,  56) | [["M", "S", "M"], ["A", "A", "X"], ["S", "M", "S"]]
match | center (123,  61) | [["M", "X", "M"], ["M", "A", "M"], ["S", "X", "S"]]
match | center (123,  72) | [["S", "S", "S"], ["M", "A", "X"], ["M", "S", "M"]]
match | center (123,  74) | [["S", "S", "S"], ["X", "A", "A"], ["M", "M", "M"]]
match | center (123,  76) | [["S", "X", "S"], ["A", "A", "M"], ["M", "M", "M"]]
match | center (123,  78) | [["S", "A", "S"], ["M", "A", "M"], ["M", "S", "M"]]
match | center (123,  86) | [["M", "A", "S"], ["M", "A", "M"], ["M", "A", "S"]]
match | center (123,  95) | [["S", "A", "M"], ["S", "A", "M"], ["S", "M", "M"]]
match | center (123, 113) | [["S", "A", "M"], ["X", "A", "S"], ["S", "X", "M"]]
match | center (123, 136) | [["M", "M", "M"], ["A", "A", "M"], ["S", "S", "S"]]
match | center (123, 138) | [["M", "X", "M"], ["M", "A", "X"], ["S", "S", "S"]]
match | center (124,   6) | [["M", "M", "M"], ["M", "A", "X"], ["S", "X", "S"]]
match | center (124,   8) | [["M", "S", "M"], ["X", "A", "X"], ["S", "M", "S"]]
match | center (124,  63) | [["M", "S", "M"], ["S", "A", "M"], ["S", "A", "S"]]
match | center (124,  67) | [["S", "M", "M"], ["X", "A", "A"], ["S", "S", "M"]]
match | center (124,  70) | [["S", "M", "M"], ["A", "A", "M"], ["S", "M", "M"]]
match | center (124,  93) | [["S", "X", "S"], ["X", "A", "S"], ["M", "M", "M"]]
match | center (124, 119) | [["S", "A", "M"], ["M", "A", "M"], ["S", "S", "M"]]
match | center (124, 122) | [["M", "X", "M"], ["X", "A", "A"], ["S", "S", "S"]]
match | center (124, 125) | [["M", "M", "S"], ["X", "A", "A"], ["M", "M", "S"]]
match | center (124, 126) | [["M", "S", "S"], ["A", "A", "X"], ["M", "S", "S"]]
match | center (125,   4) | [["M", "M", "M"], ["M", "A", "S"], ["S", "X", "S"]]
match | center (125,  12) | [["M", "S", "M"], ["X", "A", "A"], ["S", "S", "S"]]
match | center (125,  13) | [["S", "M", "M"], ["A", "A", "A"], ["S", "S", "M"]]
match | center (125,  14) | [["M", "M", "M"], ["A", "A", "M"], ["S", "M", "S"]]
match | center (125,  16) | [["M", "M", "M"], ["M", "A", "A"], ["S", "M", "S"]]
match | center (125,  17) | [["M", "M", "S"], ["A", "A", "X"], ["M", "S", "S"]]
match | center (125,  52) | [["S", "S", "S"], ["X", "A", "M"], ["M", "A", "M"]]
match | center (125,  58) | [["S", "M", "S"], ["M", "A", "M"], ["M", "A", "M"]]
match | center (125,  63) | [["S", "A", "M"], ["S", "A", "S"], ["S", "A", "M"]]
match | center (125,  72) | [["M", "S", "M"], ["M", "A", "A"], ["S", "S", "S"]]
match | center (125,  73) | [["S", "M", "M"], ["A", "A", "A"], ["S", "S", "M"]]
match | center (125,  74) | [["M", "M", "M"], ["A", "A", "X"], ["S", "M", "S"]]
match | center (125,  79) | [["S", "M", "S"], ["M", "A", "X"], ["M", "X", "M"]]
match | center (125,  82) | [["S", "S", "M"], ["X", "A", "A"], ["S", "M", "M"]]
match | center (125,  83) | [["S", "M", "S"], ["A", "A", "X"], ["M", "M", "M"]]
match | center (125,  90) | [["S", "M", "M"], ["A", "A", "M"], ["S", "X", "M"]]
match | center (125,  97) | [["M", "A", "M"], ["M", "A", "X"], ["S", "S", "S"]]
match | center (125,  99) | [["M", "A", "M"], ["X", "A", "M"], ["S", "X", "S"]]
match | center (125, 138) | [["S", "S", "S"], ["M", "A", "S"], ["M", "A", "M"]]
match | center (126,   2) | [["M", "X", "M"], ["M", "A", "S"], ["S", "M", "S"]]
match | center (126,  46) | [["S", "S", "M"], ["M", "A", "A"], ["S", "M", "M"]]
match | center (126,  47) | [["S", "M", "S"], ["A", "A", "A"], ["M", "M", "M"]]
match | center (126,  58) | [["M", "A", "M"], ["M", "A", "M"], ["S", "A", "S"]]
match | center (126,  68) | [["S", "M", "S"], ["A", "A", "X"], ["M", "M", "M"]]
match | center (126,  92) | [["M", "M", "M"], ["M", "A", "A"], ["S", "X", "S"]]
match | center (126, 106) | [["S", "X", "M"], ["M", "A", "A"], ["S", "X", "M"]]
match | center (126, 118) | [["M", "S", "S"], ["X", "A", "A"], ["M", "S", "S"]]
match | center (126, 119) | [["S", "S", "M"], ["A", "A", "M"], ["S", "S", "M"]]
match | center (126, 121) | [["M", "S", "S"], ["M", "A", "A"], ["M", "M", "S"]]
match | center (126, 122) | [["S", "S", "S"], ["A", "A", "M"], ["M", "S", "M"]]
match | center (127,   4) | [["S", "X", "S"], ["S", "A", "X"], ["M", "X", "M"]]
match | center (127,   9) | [["M", "A", "M"], ["M", "A", "X"], ["S", "S", "S"]]
match | center (127,  13) | [["S", "S", "M"], ["X", "A", "M"], ["S", "S", "M"]]
match | center (127,  16) | [["S", "M", "S"], ["M", "A", "A"], ["M", "X", "M"]]
match | center (127,  20) | [["M", "X", "S"], ["X", "A", "M"], ["M", "S", "S"]]
match | center (127,  23) | [["M", "X", "S"], ["A", "A", "M"], ["M", "M", "S"]]
match | center (127,  32) | [["M", "X", "S"], ["A", "A", "X"], ["M", "M", "S"]]
match | center (127,  34) | [["S", "A", "M"], ["X", "A", "M"], ["S", "A", "M"]]
match | center (127,  56) | [["M", "M", "M"], ["M", "A", "S"], ["S", "X", "S"]]
match | center (127,  58) | [["M", "A", "M"], ["S", "A", "S"], ["S", "X", "S"]]
match | center (127,  61) | [["M", "M", "S"], ["X", "A", "S"], ["M", "M", "S"]]
match | center (127,  63) | [["S", "A", "M"], ["S", "A", "M"], ["S", "A", "M"]]
match | center (127,  71) | [["M", "S", "S"], ["A", "A", "A"], ["M", "M", "S"]]
match | center (127,  72) | [["S", "S", "S"], ["A", "A", "A"], ["M", "S", "M"]]
match | center (127,  73) | [["S", "S", "M"], ["A", "A", "A"], ["S", "M", "M"]]
match | center (127,  74) | [["S", "M", "S"], ["A", "A", "X"], ["M", "M", "M"]]
match | center (127,  77) | [["M", "A", "M"], ["X", "A", "A"], ["S", "X", "S"]]
match | center (127,  79) | [["M", "X", "M"], ["A", "A", "X"], ["S", "M", "S"]]
match | center (127,  90) | [["S", "X", "M"], ["A", "A", "S"], ["S", "M", "M"]]
match | center (127, 112) | [["M", "M", "S"], ["X", "A", "S"], ["M", "X", "S"]]
match | center (127, 129) | [["M", "X", "M"], ["M", "A", "S"], ["S", "A", "S"]]
match | center (127, 138) | [["M", "A", "M"], ["M", "A", "M"], ["S", "A", "S"]]
match | center (128,  39) | [["S", "M", "S"], ["S", "A", "A"], ["M", "A", "M"]]
match | center (128,  44) | [["S", "X", "S"], ["X", "A", "S"], ["M", "X", "M"]]
match | center (128,  49) | [["M", "X", "M"], ["X", "A", "M"], ["S", "M", "S"]]
match | center (128,  54) | [["M", "X", "M"], ["M", "A", "S"], ["S", "X", "S"]]
match | center (128,  63) | [["S", "A", "M"], ["S", "A", "M"], ["S", "M", "M"]]
match | center (128,  92) | [["S", "X", "S"], ["M", "A", "A"], ["M", "M", "M"]]
match | center (128, 106) | [["S", "X", "M"], ["M", "A", "M"], ["S", "S", "M"]]
match | center (128, 114) | [["S", "M", "S"], ["S", "A", "M"], ["M", "A", "M"]]
match | center (128, 127) | [["S", "M", "M"], ["X", "A", "S"], ["S", "X", "M"]]
match | center (128, 129) | [["M", "A", "S"], ["S", "A", "S"], ["M", "M", "S"]]
match | center (129,  10) | [["S", "S", "M"], ["X", "A", "X"], ["S", "A", "M"]]
match | center (129,  12) | [["M", "S", "S"], ["X", "A", "X"], ["M", "M", "S"]]
match | center (129,  14) | [["S", "M", "M"], ["X", "A", "A"], ["S", "X", "M"]]
match | center (129,  19) | [["M", "M", "S"], ["M", "A", "A"], ["M", "S", "S"]]
match | center (129,  21) | [["S", "S", "M"], ["A", "A", "X"], ["S", "M", "M"]]
match | center (129,  28) | [["M", "S", "M"], ["X", "A", "A"], ["S", "S", "S"]]
match | center (129,  29) | [["S", "M", "M"], ["A", "A", "X"], ["S", "S", "M"]]
match | center (129,  46) | [["S", "X", "M"], ["M", "A", "M"], ["S", "A", "M"]]
match | center (129,  60) | [["S", "M", "M"], ["X", "A", "M"], ["S", "X", "M"]]
match | center (129,  75) | [["M", "M", "S"], ["A", "A", "M"], ["M", "A", "S"]]
match | center (129,  81) | [["S", "A", "M"], ["S", "A", "M"], ["S", "A", "M"]]
match | center (129,  85) | [["S", "X", "S"], ["X", "A", "A"], ["M", "M", "M"]]
match | center (129,  88) | [["S", "M", "S"], ["M", "A", "A"], ["M", "S", "M"]]
match | center (129,  89) | [["M", "S", "M"], ["A", "A", "A"], ["S", "M", "S"]]
match | center (129,  95) | [["M", "M", "S"], ["M", "A", "A"], ["M", "A", "S"]]
match | center (129,  99) | [["S", "M", "S"], ["M", "A", "A"], ["M", "M", "M"]]
match | center (129, 100) | [["M", "S", "S"], ["A", "A", "S"], ["M", "M", "S"]]
match | center (129, 138) | [["S", "A", "S"], ["A", "A", "A"], ["M", "M", "M"]]
match | center (130,   7) | [["S", "A", "M"], ["M", "A", "M"], ["S", "A", "M"]]
match | center (130,  56) | [["S", "M", "S"], ["X", "A", "S"], ["M", "M", "M"]]
match | center (130,  65) | [["M", "A", "S"], ["M", "A", "S"], ["M", "X", "S"]]
match | center (130,  70) | [["M", "X", "M"], ["M", "A", "X"], ["S", "A", "S"]]
match | center (130,  79) | [["M", "X", "S"], ["S", "A", "S"], ["M", "X", "S"]]
match | center (130,  81) | [["S", "A", "M"], ["S", "A", "M"], ["S", "A", "M"]]
match | center (130, 104) | [["S", "M", "S"], ["S", "A", "A"], ["M", "M", "M"]]
match | center (130, 110) | [["M", "A", "M"], ["S", "A", "X"], ["S", "A", "S"]]
match | center (131,  20) | [["S", "S", "M"], ["M", "A", "M"], ["S", "A", "M"]]
match | center (131,  23) | [["M", "M", "M"], ["M", "A", "X"], ["S", "X", "S"]]
match | center (131,  25) | [["M", "X", "M"], ["X", "A", "M"], ["S", "M", "S"]]
match | center (131,  28) | [["S", "S", "S"], ["A", "A", "M"], ["M", "S", "M"]]
match | center (131,  44) | [["S", "M", "S"], ["M", "A", "S"], ["M", "M", "M"]]
match | center (131,  77) | [["S", "M", "S"], ["A", "A", "M"], ["M", "M", "M"]]
match | center (131,  81) | [["S", "A", "M"], ["S", "A", "M"], ["S", "M", "M"]]
match | center (131,  86) | [["M", "M", "M"], ["M", "A", "M"], ["S", "M", "S"]]
match | center (131,  89) | [["S", "M", "S"], ["X", "A", "M"], ["M", "M", "M"]]
match | center (131,  95) | [["M", "A", "S"], ["X", "A", "X"], ["M", "X", "S"]]
match | center (131,  97) | [["S", "M", "M"], ["X", "A", "X"], ["S", "S", "M"]]
match | center (131, 102) | [["S", "X", "S"], ["S", "A", "M"], ["M", "A", "M"]]
match | center (131, 118) | [["S", "S", "S"], ["A", "A", "M"], ["M", "M", "M"]]
match | center (131, 120) | [["S", "X", "S"], ["M", "A", "M"], ["M", "X", "M"]]
match | center (131, 131) | [["M", "X", "S"], ["M", "A", "X"], ["M", "X", "S"]]
match | center (131, 133) | [["S", "X", "M"], ["X", "A", "S"], ["S", "X", "M"]]
match | center (131, 137) | [["M", "M", "M"], ["X", "A", "A"], ["S", "A", "S"]]
match | center (132,   2) | [["M", "A", "M"], ["M", "A", "M"], ["S", "A", "S"]]
match | center (132,  46) | [["S", "A", "M"], ["M", "A", "X"], ["S", "X", "M"]]
match | center (132,  49) | [["M", "X", "S"], ["M", "A", "X"], ["M", "M", "S"]]
match | center (132,  52) | [["S", "X", "S"], ["M", "A", "S"], ["M", "A", "M"]]
match | center (132,  62) | [["S", "X", "S"], ["S", "A", "M"], ["M", "A", "M"]]
match | center (132,  70) | [["S", "A", "S"], ["X", "A", "X"], ["M", "X", "M"]]
match | center (133,  26) | [["M", "S", "M"], ["A", "A", "A"], ["S", "M", "S"]]
match | center (133,  27) | [["S", "M", "S"], ["A", "A", "A"], ["M", "S", "M"]]
match | center (133,  38) | [["M", "X", "M"], ["S", "A", "S"], ["S", "A", "S"]]
match | center (133,  40) | [["M", "M", "M"], ["S", "A", "X"], ["S", "M", "S"]]
match | center (133,  52) | [["M", "A", "S"], ["M", "A", "M"], ["M", "M", "S"]]
match | center (133,  54) | [["S", "X", "M"], ["M", "A", "S"], ["S", "X", "M"]]
match | center (133,  78) | [["M", "M", "M"], ["M", "A", "A"], ["S", "X", "S"]]
match | center (133,  82) | [["M", "M", "S"], ["A", "A", "A"], ["M", "M", "S"]]
match | center (133,  83) | [["M", "S", "S"], ["A", "A", "X"], ["M", "S", "S"]]
match | center (133,  85) | [["S", "S", "M"], ["X", "A", "A"], ["S", "M", "M"]]
match | center (133,  86) | [["S", "M", "S"], ["A", "A", "X"], ["M", "M", "M"]]
match | center (133,  90) | [["M", "M", "M"], ["M", "A", "X"], ["S", "M", "S"]]
match | center (133,  98) | [["S", "M", "S"], ["A", "A", "M"], ["M", "S", "M"]]
match | center (133, 107) | [["S", "A", "M"], ["X", "A", "S"], ["S", "X", "M"]]
match | center (133, 123) | [["M", "S", "M"], ["X", "A", "A"], ["S", "M", "S"]]
match | center (133, 124) | [["S", "M", "S"], ["A", "A", "M"], ["M", "S", "M"]]
match | center (134,   2) | [["S", "A", "S"], ["S", "A", "X"], ["M", "A", "M"]]
match | center (134,   4) | [["S", "X", "S"], ["X", "A", "M"], ["M", "S", "M"]]
match | center (134,  14) | [["S", "A", "S"], ["M", "A", "M"], ["M", "M", "M"]]
match | center (134,  36) | [["S", "A", "S"], ["X", "A", "S"], ["M", "A", "M"]]
match | center (134,  38) | [["S", "A", "S"], ["S", "A", "S"], ["M", "A", "M"]]
match | center (134,  44) | [["M", "M", "S"], ["A", "A", "X"], ["M", "M", "S"]]
match | center (134,  48) | [["M", "M", "M"], ["A", "A", "M"], ["S", "A", "S"]]
match | center (134,  50) | [["M", "S", "M"], ["M", "A", "M"], ["S", "M", "S"]]
match | center (134,  66) | [["M", "M", "S"], ["X", "A", "A"], ["M", "M", "S"]]
match | center (134,  67) | [["M", "S", "S"], ["A", "A", "X"], ["M", "S", "S"]]
match | center (134, 109) | [["S", "A", "S"], ["M", "A", "S"], ["M", "X", "M"]]
match | center (134, 113) | [["M", "S", "M"], ["A", "A", "A"], ["S", "M", "S"]]
match | center (134, 114) | [["S", "M", "S"], ["A", "A", "M"], ["M", "S", "M"]]
match | center (134, 120) | [["S", "M", "S"], ["S", "A", "M"], ["M", "S", "M"]]
match | center (135,   7) | [["M", "A", "M"], ["M", "A", "M"], ["S", "M", "S"]]
match | center (135,  19) | [["S", "X", "S"], ["M", "A", "A"], ["M", "X", "M"]]
match | center (135,  21) | [["S", "M", "S"], ["A", "A", "X"], ["M", "X", "M"]]
match | center (135,  23) | [["S", "M", "S"], ["X", "A", "A"], ["M", "S", "M"]]
match | center (135,  29) | [["M", "X", "M"], ["M", "A", "X"], ["S", "M", "S"]]
match | center (135,  38) | [["S", "A", "S"], ["M", "A", "M"], ["M", "A", "M"]]
match | center (135,  54) | [["S", "X", "M"], ["M", "A", "M"], ["S", "X", "M"]]
match | center (135,  90) | [["S", "M", "S"], ["A", "A", "X"], ["M", "S", "M"]]
match | center (135,  99) | [["S", "M", "S"], ["X", "A", "M"], ["M", "M", "M"]]
match | center (135, 102) | [["S", "M", "S"], ["X", "A", "A"], ["M", "M", "M"]]
match | center (135, 104) | [["S", "S", "S"], ["A", "A", "A"], ["M", "M", "M"]]
match | center (135, 105) | [["S", "S", "S"], ["A", "A", "X"], ["M", "M", "M"]]
match | center (135, 126) | [["M", "A", "S"], ["M", "A", "S"], ["M", "M", "S"]]
match | center (135, 128) | [["S", "X", "M"], ["S", "A", "M"], ["S", "M", "M"]]
match | center (135, 130) | [["M", "A", "S"], ["M", "A", "S"], ["M", "A", "S"]]
match | center (135, 136) | [["M", "M", "S"], ["X", "A", "S"], ["M", "X", "S"]]
match | center (136,   5) | [["S", "M", "M"], ["M", "A", "S"], ["S", "M", "M"]]
match | center (136,  15) | [["M", "M", "S"], ["X", "A", "M"], ["M", "X", "S"]]
match | center (136,  17) | [["S", "M", "M"], ["M", "A", "M"], ["S", "A", "M"]]
match | center (136,  36) | [["M", "A", "M"], ["A", "A", "M"], ["S", "M", "S"]]
match | center (136,  38) | [["M", "A", "M"], ["M", "A", "M"], ["S", "X", "S"]]
match | center (136,  61) | [["M", "A", "S"], ["S", "A", "M"], ["M", "A", "S"]]
match | center (136,  63) | [["S", "A", "M"], ["M", "A", "S"], ["S", "A", "M"]]
match | center (136,  66) | [["M", "M", "S"], ["A", "A", "X"], ["M", "S", "S"]]
match | center (136,  68) | [["S", "S", "M"], ["X", "A", "M"], ["S", "S", "M"]]
match | center (136,  85) | [["M", "A", "S"], ["M", "A", "M"], ["M", "S", "S"]]
match | center (136, 130) | [["M", "A", "S"], ["M", "A", "S"], ["M", "M", "S"]]
match | center (136, 138) | [["S", "M", "M"], ["S", "A", "S"], ["S", "M", "M"]]
match | center (137,   7) | [["S", "M", "S"], ["M", "A", "A"], ["M", "M", "M"]]
match | center (137,  50) | [["M", "M", "S"], ["A", "A", "M"], ["M", "M", "S"]]
match | center (137,  61) | [["S", "A", "M"], ["M", "A", "S"], ["S", "M", "M"]]
match | center (137,  70) | [["M", "X", "M"], ["M", "A", "X"], ["S", "A", "S"]]
match | center (137,  72) | [["M", "S", "M"], ["X", "A", "A"], ["S", "M", "S"]]
match | center (137,  73) | [["S", "M", "S"], ["A", "A", "A"], ["M", "S", "M"]]
match | center (137,  93) | [["M", "X", "S"], ["M", "A", "M"], ["M", "A", "S"]]
match | center (137, 100) | [["M", "M", "M"], ["A", "A", "X"], ["S", "A", "S"]]
match | center (137, 102) | [["M", "M", "M"], ["X", "A", "A"], ["S", "X", "S"]]
match | center (137, 108) | [["M", "X", "M"], ["A", "A", "X"], ["S", "X", "S"]]
match | center (137, 122) | [["M", "M", "S"], ["M", "A", "S"], ["M", "A", "S"]]
match | center (137, 124) | [["S", "X", "M"], ["S", "A", "M"], ["S", "A", "M"]]
match | center (137, 126) | [["M", "M", "S"], ["M", "A", "M"], ["M", "X", "S"]]
match | center (137, 136) | [["M", "X", "S"], ["S", "A", "S"], ["M", "A", "S"]]
match | center (138,  11) | [["S", "M", "S"], ["M", "A", "A"], ["M", "S", "M"]]
match | center (138,  15) | [["M", "X", "S"], ["A", "A", "S"], ["M", "X", "S"]]
match | center (138,  17) | [["S", "A", "M"], ["S", "A", "M"], ["S", "A", "M"]]
match | center (138,  21) | [["S", "A", "M"], ["A", "A", "S"], ["S", "X", "M"]]
match | center (138,  27) | [["M", "M", "S"], ["X", "A", "M"], ["M", "X", "S"]]
match | center (138,  35) | [["M", "S", "M"], ["X", "A", "M"], ["S", "M", "S"]]
match | center (138,  38) | [["S", "X", "S"], ["X", "A", "X"], ["M", "X", "M"]]
match | center (138,  42) | [["M", "M", "S"], ["A", "A", "X"], ["M", "S", "S"]]
match | center (138,  44) | [["S", "A", "M"], ["X", "A", "A"], ["S", "S", "M"]]
match | center (138,  67) | [["S", "S", "S"], ["A", "A", "A"], ["M", "S", "M"]]
match | center (138,  68) | [["S", "S", "M"], ["A", "A", "S"], ["S", "M", "M"]]
match | center (138,  76) | [["M", "S", "M"], ["M", "A", "A"], ["S", "M", "S"]]
match | center (138,  80) | [["S", "A", "M"], ["S", "A", "M"], ["S", "S", "M"]]
match | center (138,  83) | [["S", "A", "M"], ["M", "A", "S"], ["S", "X", "M"]]
match | center (138,  86) | [["S", "S", "S"], ["X", "A", "A"], ["M", "S", "M"]]
match | center (138,  87) | [["S", "S", "M"], ["A", "A", "X"], ["S", "M", "M"]]
match | center (138,  93) | [["M", "A", "M"], ["M", "A", "S"], ["S", "M", "S"]]
match | center (138,  95) | [["M", "M", "M"], ["S", "A", "X"], ["S", "M", "S"]]
match | center (138, 113) | [["M", "S", "S"], ["S", "A", "A"], ["M", "S", "S"]]
match | center (138, 114) | [["S", "S", "M"], ["A", "A", "A"], ["S", "S", "M"]]
